Kolbermoor	47.84965	12.06696	DE
Horad Zhodzina	54.0985	28.3331	BY
Chicacao	14.53333	-91.31667	GT
maalot Tarshīhā	33.01667	35.26667	IL
Hoogeveen	52.7225	6.47639	NL
Mozhaysk	55.50194	36.02722	RU
Bozoum	6.31933	16.37992	CF
Caucete	-31.65179	-68.28105	AR
Dubnica nad Váhom	48.95981	18.16634	SK
Landover	38.934	-76.89664	US
Považská Bystrica	49.12153	18.42169	SK
Montevideo	-34.90328	-56.18816	UY
Conroe	30.31188	-95.45605	US
Cần Thơ	10.03333	105.78333	VN
Meulaboh	4.14402	96.12664	ID
Cardenas	22.00144	-99.64247	MX
Rajapolah	-7.221	108.1896	ID
Mirandola	44.88515	11.06902	IT
Kannad	20.25784	75.138	IN
Farīdpur	23.60612	89.84064	BD
Noordwijkerhout	52.26167	4.49306	NL
Paramagudi	9.54633	78.5907	IN
Arua	3.02013	30.91105	UG
Iaşi	47.16667	27.6	RO
Eséka	3.65	10.76667	CM
Moabit	52.52635	13.33903	DE
Gobernador Gálvez	-33.03016	-60.64045	AR
Perth Amboy	40.50677	-74.26542	US
Crystal	45.03274	-93.36023	US
Ahaus	52.07936	7.01344	DE
Dronfield	53.30221	-1.47507	GB
Fort Pierce	27.44671	-80.32561	US
Avdiyivka	48.13989	37.74255	UA
Baghdad	33.34058	44.40088	IQ
Adh Dhayd	25.28812	55.88157	AE
Newcastle	-32.92715	151.77647	AU
Bath	51.3751	-2.36172	GB
Chatra	24.20376	84.87032	IN
Zipaquirá	5.02208	-74.00481	CO
Lüdenscheid	51.21977	7.6273	DE
Huntington Beach	33.6603	-117.99923	US
Tata	47.65289	18.31838	HU
Castelo Branco	39.82219	-7.49087	PT
Khairābād	27.52708	80.75553	IN
Yaring	6.86617	101.36894	TH
Paraipaba	-3.43944	-39.14833	BR
Kirovo-Chepetsk	58.55386	50.03986	RU
Manteca	37.79743	-121.21605	US
Pleasanton	37.66243	-121.87468	US
Londonderry County Borough	54.99721	-7.30917	GB
Hīrākūd	21.51667	83.86667	IN
Lawrenceville	33.95621	-83.98796	US
Milwaukie	45.44623	-122.63926	US
Castro Valley	37.6941	-122.08635	US
Schwabach	49.33047	11.02346	DE
Yucheng	34.92889	116.46528	CN
Kasaoka	34.50597	133.50391	JP
Yautepec	18.88188	-99.06715	MX
Bahía de Caráquez	-0.59792	-80.42367	EC
Bielawa	50.69075	16.623	PL
Kasimov	54.94111	41.39528	RU
Arraiján	8.95	-79.65	PA
Tekkali	18.6057	84.23546	IN
Nha Trang	12.24507	109.19432	VN
Mahlsdorf	52.50935	13.61373	DE
Villa Allende	-31.29458	-64.29538	AR
Ulaangom	49.98111	92.06667	MN
Farrokh Shahr	32.27174	50.98008	IR
Palwal	28.14327	77.32698	IN
Rodgau	50.02627	8.88588	DE
Erraguntla	14.63853	78.53974	IN
Key West	24.5557	-81.78259	US
Ngara	-2.51222	30.65583	TZ
Kosti	13.1629	32.66347	SD
Mölndal	57.6554	12.01378	SE
Muyinga	-2.8451	30.3414	BI
East Haven	41.27621	-72.86843	US
Clarence-Rockland	45.5501	-75.29101	CA
Nguru	12.8791	10.4526	NG
Dongkan	33.99972	119.83083	CN
Drachten	53.11254	6.0989	NL
Islamabad	33.72148	73.04329	PK
Tagum	7.44778	125.80778	PH
La Defense	48.89198	2.23881	FR
Ipueiras	-7.03333	-40.45	BR
Leningradskaya	46.3214	39.3877	RU
Manamadurai	9.67318	78.47096	IN
Idlib	35.93062	36.63393	SY
Glenrothes	56.19514	-3.17316	GB
Kanaya	34.82022	138.12775	JP
City of Balikpapan	-1.24204	116.89419	ID
Rastatt	48.85851	8.20964	DE
Keta	5.91793	0.9879	GH
Fenoarivo Atsinanana	-17.38095	49.40826	MG
Malakoff	48.81999	2.29998	FR
Kolea	36.63888	2.76845	DZ
Egbe	8.21667	5.51667	NG
Debila	33.51667	6.95	DZ
Kismayo	-0.35817	42.54536	SO
Mäntsälä	60.63333	25.31667	FI
Cifuentes	22.6493	-80.04935	CU
Shiwan	23.00107	113.077	CN
Alaquàs	39.45568	-0.461	ES
Clausthal-Zellerfeld	51.80949	10.33821	DE
Niigata-shi	37.90222	139.02361	JP
Croix des Bouquets	18.57512	-72.22302	HT
Bradley	41.14198	-87.86115	US
White Settlement	32.75957	-97.45835	US
Shibukawa	36.48333	139	JP
Santa Eulària des Riu	38.98457	1.53409	ES
Columbia	35.61507	-87.03528	US
Caloundra	-26.80346	153.12195	AU
Mumias	0.33511	34.4864	KE
Torredembarra	41.14505	1.39861	ES
Penukonda	14.08339	77.59588	IN
Rājahmundry	17.00517	81.77784	IN
Seriate	45.68225	9.72715	IT
Budapest III. kerület	47.54157	19.04501	HU
Ejigbo	7.9	4.31667	NG
Lovech	43.13333	24.71667	BG
San Lazzaro	44.46777	11.41401	IT
Cessnock	-32.83211	151.35623	AU
Herne Bay	51.373	1.12857	GB
Az Zarqā	31.20864	31.63528	EG
Mission Bend	29.69384	-95.66495	US
Rojales	38.08799	-0.72544	ES
Kyonju	35.84278	129.21167	KR
Roldanillo	4.41256	-76.15457	CO
Biłgoraj	50.54114	22.72204	PL
Xuanzhou	30.9525	118.75528	CN
San Angelo	31.46377	-100.43704	US
Bykhaw	53.521	30.2454	BY
Ouargla	31.94932	5.32502	DZ
Le Plessis-Robinson	48.78889	2.27078	FR
Quwaysinā	30.56482	31.15777	EG
Bingerville	5.35581	-3.88537	CI
Pariaman	-0.61898	100.11997	ID
Ahlat	38.75178	42.48135	TR
St. Thomas	42.77361	-81.18038	CA
Frascati	41.82124	12.66294	IT
Hīt	33.63664	42.82768	IQ
Talnakh	69.4865	88.3972	RU
Janeng	-25.41667	25.55	BW
Bayeux	-7.125	-34.93222	BR
Güstrow	53.7972	12.17337	DE
Rudolstadt	50.72043	11.34046	DE
Pinheiral	-22.51278	-44.00056	BR
Kurashiki	34.58333	133.76667	JP
Sarkand	45.41126	79.91545	KZ
Ródos	36.44083	28.2225	GR
Ghosi	26.10318	83.54379	IN
Doğubayazıt	39.54694	44.08417	TR
Malita	6.415	125.61167	PH
Zubia	37.11906	-3.584	ES
Kalakkādu	8.51228	77.5535	IN
Pisz	53.62744	21.81253	PL
L'Isle-sur-la-Sorgue	43.91915	5.05092	FR
University City	38.65588	-90.30928	US
Badnāwar	23.02181	75.23268	IN
Dongyang	29.26778	120.22528	CN
Bemetāra	21.7	81.53333	IN
Bhādāsar	28.31506	74.28836	IN
El Jadida	33.25492	-8.50602	MA
Marignane	43.41604	5.21453	FR
Khetia	21.67124	74.58535	IN
Pagbilao	13.9712	121.6879	PH
Guiyang	26.58333	106.71667	CN
Seabra	-12.41861	-41.77028	BR
Independence	39.09112	-94.41551	US
Agoura	34.14306	-118.73787	US
Zimovniki	47.1474	42.4721	RU
Pully	46.51027	6.66183	CH
Villa María	-32.40751	-63.24016	AR
Menzelinsk	55.72706	53.10258	RU
Kobe	34.6913	135.183	JP
Offenbach	50.1006	8.76647	DE
Yingkou	40.66482	122.22833	CN
Baraki	36.66655	3.09606	DZ
Paisley	55.83173	-4.43254	GB
Pecan Grove	29.62607	-95.73162	US
Mudkhed	19.15657	77.50304	IN
Marília	-22.21389	-49.94583	BR
Sŏnbong	42.34222	130.39667	KP
Fuwah	31.20291	30.55018	EG
Eagle River	61.32139	-149.56778	US
Atotonilco el Alto	20.55078	-102.50942	MX
Varto	39.17321	41.45593	TR
Kattanam	9.18333	76.55	IN
Marialva	-23.485	-51.79167	BR
Shirley	52.41074	-1.81952	GB
Lakshmeshwar	15.12689	75.46935	IN
Kampung Tanjung Karang	3.4242	101.1849	MY
Mach	29.86371	67.32978	PK
Montesilvano Marina	42.51185	14.13729	IT
Martínez de la Torre	20.07082	-97.06078	MX
Chōfugaoka	35.65924	139.54837	JP
Palaió Fáliro	37.92066	23.70916	GR
Zhanjiang	21.28145	110.34271	CN
Pájara	28.35039	-14.1076	ES
Santo Domingo de los Colorados	-0.25305	-79.17536	EC
Itatiba	-23.00583	-46.83889	BR
Khartsyz’k	48.04243	38.14728	UA
Neuenhagen	52.52985	13.68914	DE
McKinleyville	40.94652	-124.10062	US
Easton	40.68843	-75.22073	US
Ar Rumaythah	31.52845	45.20377	IQ
Aldridge	52.60549	-1.91715	GB
Qionghu	28.84061	112.37399	CN
Akot	21.09639	77.05861	IN
Iizuka	33.63654	130.68678	JP
Pasto	1.21361	-77.28111	CO
Ximei	24.98773	118.3858	CN
Basingstoke	51.26249	-1.08708	GB
Joué-lés-Tours	47.35223	0.66906	FR
Pickerington	39.88423	-82.7535	US
Iturama	-19.72806	-50.19556	BR
Tuxtepec	18.0883	-96.12535	MX
Poronaysk	49.22188	143.09694	RU
Tarnów	50.01381	20.98698	PL
Souran	35.29193	36.74848	SY
Broad Ripple	39.86671	-86.14165	US
New London	41.35565	-72.09952	US
Tunapuna	10.63333	-61.38333	TT
Setaka	33.15	130.46667	JP
Labytnangi	66.65722	66.41833	RU
İstanbul	41.01384	28.94966	TR
Raipur	21.23333	81.63333	IN
Karmi’el	32.91669	35.29918	IL
Earlwood	-33.95	151.1	AU
Eppelborn	49.4	6.96667	DE
Bhakkar	31.62525	71.06574	PK
Idappadi	11.58624	77.83891	IN
Kāmārhāti	22.67111	88.37472	IN
Aistala	23.18	88.58	IN
Kirkland	45.45008	-73.86586	CA
Patnos	39.23361	42.86344	TR
Goba	7.01667	39.98333	ET
Ar Rām wa Ḑāḩiyat al Barīd	31.84945	35.2342	PS
Wageningen	51.97	5.66667	NL
San Pa Tong	18.62828	98.89572	TH
Hyde	53.45131	-2.07943	GB
Herāt	34.34817	62.19967	AF
Kizel	59.04709	57.64767	RU
Vaudreuil-Dorion	45.40008	-74.03251	CA
Chhabra	24.66472	76.84379	IN
Isser	36.71859	3.66924	DZ
Yurimaguas	-5.90181	-76.12234	PE
Legnica	51.21006	16.1619	PL
Santa Ana	15.0955	120.767	PH
Bou Ismaïl	36.64262	2.69007	DZ
Reston	38.96872	-77.3411	US
Sironj	24.1038	77.68959	IN
Mossendjo	-2.94968	12.70423	CG
Mahdishahr	35.71071	53.35394	IR
Tomares	37.37281	-6.04589	ES
Itaboraí	-22.74444	-42.85944	BR
Minglanilla	10.24498	123.7964	PH
Montargis	48	2.75	FR
Talamba	30.52708	72.24011	PK
Soygaon	20.59611	75.61781	IN
Habiganj	24.38044	91.413	BD
Nadi	-17.8	177.41667	FJ
Vineland	39.48623	-75.02573	US
North Miami	25.89009	-80.18671	US
Pico Rivera	33.98307	-118.09674	US
Taverny	49.02542	2.21691	FR
Back Mountain	41.33591	-75.99631	US
Sora	41.71288	13.60251	IT
Indianapolis	39.76838	-86.15804	US
Ullal	12.8108	74.8629	IN
Kawardha	22.00827	81.2321	IN
Döbeln	51.1221	13.11027	DE
Khoroshëvo-Mnevniki	55.78364	37.47137	RU
Florissant	38.78922	-90.32261	US
Souma	36.51833	2.90528	DZ
Birkirkara	35.89722	14.46111	MT
Cox’s Bāzār	21.45388	91.96765	BD
Rillieux-la-Pape	45.81667	4.9	FR
Klamath Falls	42.22487	-121.78167	US
Dohār	23.59311	90.14251	BD
Coachella	33.6803	-116.17389	US
Rāyadrug	14.69743	76.85769	IN
Guadalupe	9.94611	-84.05279	CR
Juiz de Fora	-21.76417	-43.35028	BR
Gevgelija	41.14166	22.50141	MK
Funtua	11.52325	7.30813	NG
Juhaynah	26.67319	31.4976	EG
Pita Kotte	6.8905	79.9015	LK
Tiquisate	14.28356	-91.36063	GT
Haywards Heath	50.99769	-0.10313	GB
Duba	27.35134	35.69014	SA
Genève	46.20222	6.14569	CH
Trzebinia	50.15931	19.46966	PL
Xintai	35.90056	117.75194	CN
Santa Rosa	-3.44882	-79.95952	EC
Ron Phibun	8.17911	99.85425	TH
Xiaolingwei	32.03244	118.854	CN
Kaizuka	34.45	135.35	JP
Carouge	46.18096	6.13921	CH
Musashino	35.70611	139.55944	JP
Gelendzhik	44.5622	38.0848	RU
Taquaritinga	-21.40611	-48.50472	BR
Mascalucia	37.58834	15.03998	IT
Conceição das Alagoas	-19.91472	-48.38833	BR
Ypenburg	52.04098	4.36981	NL
Sāmbhar	26.90806	75.19137	IN
Driebergen-Rijsenburg	52.05333	5.28056	NL
Khān Shaykhūn	35.44208	36.65095	SY
Walnut Grove	49.16473	-122.64042	CA
Worksop	53.30182	-1.12404	GB
Nizhyn	51.04801	31.88688	UA
Andradina	-20.89611	-51.37944	BR
Hacıqabul	40.03874	48.94286	AZ
Detroit	42.33143	-83.04575	US
Maubara	-8.61194	125.20611	TL
Phalaborwa	-23.94299	31.14107	ZA
Bielefeld	52.03333	8.53333	DE
Şabrātah	32.79335	12.48845	LY
Pushkino	39.45833	48.545	AZ
Heilbronn	49.13995	9.22054	DE
North Battleford	52.77972	-108.2967	CA
Gongyi	34.76	112.97139	CN
Aichach	48.45755	11.13413	DE
Saint John’s	17.11717	-61.84573	AG
Coral Gables	25.72149	-80.26838	US
Arvada	39.80276	-105.08748	US
Alma	48.55009	-71.6491	CA
Sam Roi Yot	12.27081	99.87203	TH
Amman	31.95522	35.94503	JO
Frankenberg	50.91297	13.04011	DE
Kingori	-3.28333	36.98333	TZ
Jaruco	23.04306	-82.01083	CU
Chiclayo	-6.77137	-79.84088	PE
Stryi	49.26223	23.85609	UA
Tete	-16.15639	33.58667	MZ
El Bayadh	33.68318	1.01927	DZ
Linqu	36.51556	118.53972	CN
Bharūch	21.69482	72.9805	IN
Pushkar	26.49061	74.55419	IN
Bodh Gaya	24.69794	84.99213	IN
Llaillay	-32.84043	-70.95623	CL
Cerro Azul	21.192	-97.74088	MX
Santa Clara	22.4	-79.96667	CU
Great Sankey	53.39234	-2.63994	GB
Elk Grove Village	42.00392	-87.97035	US
Raalte	52.38583	6.275	NL
Valparaiso	41.47309	-87.06114	US
At-Bashi	41.17017	75.81058	KG
New Rochelle	40.91149	-73.78235	US
Ibaté	-21.95472	-47.99667	BR
Nazaré	-13.035	-39.01444	BR
Chifeng	42.26833	118.96361	CN
Miracema	-21.41222	-42.19667	BR
Bloemfontein	-29.12106	26.214	ZA
São João dos Patos	-6.495	-43.70222	BR
Chanika	-5.41667	38.01667	TZ
Moroni	-11.70216	43.25506	KM
Würselen	50.81809	6.1347	DE
Bitola	41.03143	21.33474	MK
Guéret	46.16667	1.86667	FR
Tiko	4.0745	9.3699	CM
Iracemápolis	-22.58056	-47.51861	BR
Ji Paraná	-10.88528	-61.95167	BR
Kinarut	5.8231	116.0466	MY
Ubauro	28.16524	69.7289	PK
Wanganui	-39.93333	175.05	NZ
Bursa	40.19266	29.08403	TR
North Shields	55.01646	-1.44925	GB
West Babylon	40.71816	-73.35429	US
Haugesund	59.41378	5.268	NO
Prestatyn	53.33748	-3.40776	GB
Thành Phố Thái Nguyên	21.59422	105.84817	VN
Altamonte Springs	28.66111	-81.36562	US
Cuajimalpa	19.35993	-99.29388	MX
Bīrpur	26.50823	87.01194	IN
Al Manqaf	29.09611	48.13278	KW
Ampliación San Mateo (Colonia Solidaridad)	19.61639	-99.14722	MX
South Whittier	33.96085	-118.04173	US
Dārchulā	29.84121	80.52874	NP
Ormond Beach	29.28581	-81.05589	US
Santa Helena de Goiás	-17.81361	-50.59694	BR
Jojutla	18.61472	-99.18028	MX
Khorugh	37.48974	71.55304	TJ
Einbeck	51.82018	9.86961	DE
Haeju	38.04056	125.71472	KP
Āgra	27.18333	78.01667	IN
Wārāseoni	21.76454	80.04631	IN
Tubarão	-28.46667	-49.00694	BR
Taganskiy	55.73333	37.66667	RU
Dori	14.0354	-0.0345	BF
Irun	43.33904	-1.78938	ES
Maevatanana	-16.95	46.83333	MG
New Philadelphia	40.48979	-81.44567	US
Vec-Liepāja	56.53333	21.01667	LV
Śródmieście	52.22904	21.01644	PL
Sampués	9.18361	-75.38167	CO
Beni Douala	36.61954	4.08282	DZ
Morristown	40.79677	-74.48154	US
Qinggang	46.68469	126.10595	CN
San Juan	14.6	121.0333	PH
Bremervörde	53.48458	9.14306	DE
Gdańsk	54.35205	18.64637	PL
Buwenge	0.64222	33.17444	UG
Hradec Králové	50.20923	15.83277	CZ
Benešov	49.78162	14.68697	CZ
Weißenfels	51.20148	11.96843	DE
Biguaçu	-27.49417	-48.65556	BR
Qinzhou	21.97296	108.62612	CN
Pānāgar	23.28552	79.99465	IN
East Molesey	51.39872	-0.34916	GB
Mathba	22.28616	89.95882	BD
Potenza	40.64175	15.80794	IT
Santa Barbara	34.42083	-119.69819	US
Krasnovishersk	60.40783	57.08199	RU
Pikine	14.76457	-17.39071	SN
Anan	33.91667	134.65	JP
Guadalajara	40.62862	-3.16185	ES
Roskilde	55.64152	12.08035	DK
Hyesan-si	41.40167	128.17778	KP
Leposaviq	43.10389	20.80278	XK
Polmont	55.9905	-3.70737	GB
Champlin	45.18885	-93.39745	US
Sarny	51.33795	26.60191	UA
Sochaczew	52.22944	20.23838	PL
Leninsk-Kuznetsky	54.6567	86.1737	RU
Zarumilla	-3.50306	-80.27306	PE
Bah-Bah	8.60722	125.91444	PH
Mushie	-3.01728	16.92238	CD
Lichtenvoorde	51.98667	6.56667	NL
Mopti	14.4843	-4.18296	ML
Santiago	-29.19167	-54.86722	BR
Vassouras	-22.40389	-43.6625	BR
Havelock	34.87905	-76.90133	US
Okcheon	36.3012	127.568	KR
Matsubara	34.56667	135.55	JP
Barauli	26.38149	84.58724	IN
Regina	50.45008	-104.6178	CA
Dongfeng	42.64031	125.51176	CN
Saint-Benoît	-21.03801	55.71937	RE
Aquiraz	-3.90139	-38.39111	BR
Istres	43.51667	4.98333	FR
Piñas	-3.68107	-79.68083	EC
Candelaria	28.3548	-16.37268	ES
Hinganghāt	20.54765	78.84032	IN
Krapkowice	50.47515	17.96539	PL
Fusagasuga	4.33646	-74.36378	CO
Xiaogan	30.92689	113.92221	CN
Barddhamān	23.25572	87.85691	IN
Al Jubayl	27.01122	49.65826	SA
Nový Jičín	49.59438	18.01028	CZ
Buxtehude	53.46716	9.68636	DE
Nadym	65.53333	72.51667	RU
Mátészalka	47.95528	22.32348	HU
Ghātampur	26.15272	80.16803	IN
Saint-Pierre-des-Corps	47.38623	0.74849	FR
Baekrajan	-6.7674	110.8541	ID
Jhumra	31.56781	73.18347	PK
Puyallup	47.18538	-122.2929	US
Bozyazı	36.1082	32.96113	TR
Chambéry	45.56667	5.93333	FR
Puerto Santander	8.36361	-72.4063	CO
Mosul	36.335	43.11889	IQ
Astrakhan’	46.34968	48.04076	RU
Gereshk	31.82089	64.57005	AF
Tui	42.04713	-8.64435	ES
Lianozovo	55.89783	37.5868	RU
Moriki	12.87405	6.48754	NG
Nakatsu	33.59811	131.1883	JP
Uzun Keupru	41.26598	26.6885	TR
Tucker	33.85455	-84.21714	US
Novomoskovs’k	48.63798	35.24548	UA
Singāpur	17.46982	78.12574	IN
Shiraoi	42.55	141.35	JP
St Albans	51.75	-0.33333	GB
Kunigal	13.02319	77.02518	IN
Settimo Torinese	45.14072	7.76376	IT
Megarine	33.19195	6.08695	DZ
Arvi	20.99644	78.22868	IN
Port Loko	8.76667	-12.78333	SL
Scheveningen	52.10461	4.27557	NL
Marabá	-5.36861	-49.11778	BR
Mol	51.19188	5.11662	BE
Ternate	14.2897	120.7168	PH
Yelizavetinskaya	45.04616	38.79491	RU
Saldanha	-33.01167	17.9442	ZA
Al Mijlad	11.03333	27.73333	SD
Kamensk-Shakhtinskiy	48.31779	40.25948	RU
Kunyang	27.66583	120.56583	CN
Lumphăt	13.48784	106.98158	KH
Ankeny	41.72971	-93.60577	US
Federal Way	47.32232	-122.31262	US
Dendermonde	51.02869	4.10106	BE
Barra do Garças	-15.89	-52.25667	BR
Sanandaj	35.31495	46.99883	IR
Neem ka Thana	27.73976	75.78652	IN
Xihe	31.68636	113.46585	CN
Aldan	58.61021	125.39613	RU
Baise City	23.89972	106.61333	CN
Ikoma	34.68333	135.7	JP
Zhenzhou	32.28034	119.16999	CN
Cruzeiro	-22.57611	-44.96278	BR
Hämeenlinna	60.99596	24.46434	FI
L'Aquila	42.35055	13.39954	IT
Veles	41.71556	21.77556	MK
Privolzhskiy	51.40944	46.04833	RU
Nonsan	36.20389	127.08472	KR
Maao	10.4896	122.9907	PH
Sapucaia	-29.83333	-51.15	BR
Nsunga	-1.14389	31.39472	TZ
Disūq	31.13305	30.64649	EG
Tanque Verde	32.25174	-110.73731	US
Santo Amaro	-12.54667	-38.71194	BR
Cowes	50.76306	-1.29772	GB
Scotch Plains	40.65538	-74.38987	US
Takaishi	34.51667	135.43333	JP
Pilar	-26.86879	-58.29346	PY
Aabenraa	55.04434	9.41741	DK
Gaeta	41.21408	13.57082	IT
Bang Len	14.02188	100.17183	TH
San Cristóbal	18.41667	-70.1	DO
Eaubonne	48.99712	2.28249	FR
Kiambu	-1.16667	36.83333	KE
Novyy Turtkul’	41.55	61.01667	UZ
Misantla	19.92992	-96.85194	MX
Kavadarci	41.43306	22.01194	MK
María la Baja	9.9832	-75.30155	CO
Frederico Westphalen	-27.35917	-53.39444	BR
Nizhnekamsk	55.63657	51.82447	RU
Hochfeld	51.41943	6.75462	DE
Jičín	50.43723	15.35162	CZ
Accrington	53.75379	-2.35863	GB
Vallauris	43.57803	7.05451	FR
Villa del Rosario	7.83389	-72.47417	CO
Troparëvo	55.65625	37.48496	RU
Okayama-shi	34.66167	133.935	JP
Minbu	20.18059	94.87595	MM
Silva Jardim	-22.65083	-42.39167	BR
Rudow	52.42407	13.48529	DE
Weil am Rhein	47.59331	7.62082	DE
Meihekou	42.52722	125.67528	CN
Nabīnagar	23.88791	90.96792	BD
Gurupi	-11.72917	-49.06861	BR
Ijebu-Igbo	6.9798	4.00329	NG
Sanarate	14.795	-90.19222	GT
Khenchela	35.43583	7.14333	DZ
Gelsenkirchen	51.5075	7.12283	DE
Hoboken	51.17611	4.34844	BE
Dzierżoniów	50.7282	16.65141	PL
Seonī Mālwā	22.45	77.46667	IN
Afragola	40.9242	14.31323	IT
Linköping	58.41086	15.62157	SE
Bardejov	49.29175	21.27271	SK
Barhiya	25.28814	86.02055	IN
Zacatelco	19.21583	-98.23972	MX
La Palma	33.8464	-118.04673	US
Lérida	4.86242	-74.90977	CO
Ta Khmau	11.48333	104.95	KH
Oum el Bouaghi	35.87541	7.11353	DZ
Tizi Gheniff	36.58839	3.77445	DZ
Bergenfield	40.9276	-73.99736	US
Chino Hills	33.9938	-117.75888	US
Judieda Makr	32.9282	35.15705	IL
Kadoma	34.7381	135.57442	JP
Arganzuela	40.40021	-3.69618	ES
Hadano	35.37111	139.22361	JP
Lokossa	6.63869	1.71674	BJ
Kolding	55.4904	9.47216	DK
Andahuaylas	-13.65556	-73.38722	PE
Bartoszyce	54.25354	20.80819	PL
Caravaca	38.10558	-1.86342	ES
Alcúdia	39.85316	3.12138	ES
Cambrai	50.16667	3.23333	FR
Ipís	9.96746	-84.01326	CR
Kurinjippādi	11.55028	79.59066	IN
Wadsworth	41.02561	-81.72985	US
Mahrīz	31.58428	54.4428	IR
Gaithersburg	39.14344	-77.20137	US
Bretten	49.03685	8.70745	DE
Bandar-e Lengeh	26.55792	54.88067	IR
Borāzjān	29.2699	51.2188	IR
Chiriguaná	9.36238	-73.60314	CO
Pingxiang	27.61672	113.85353	CN
Dadeldhurā	29.29842	80.58059	NP
Huazhou	21.63333	110.58333	CN
Staroshcherbinovskaya	46.6311	38.6742	RU
Tangi	34.30056	71.65361	PK
Fidenza	44.86223	10.06546	IT
Anáhuac	27.24056	-100.13222	MX
Ambur	12.79163	78.71644	IN
Murrieta	33.55391	-117.21392	US
Purbalingga	-7.38806	109.36389	ID
Tongchuan	35.08056	109.08972	CN
Yashan	22.1975	109.94194	CN
La Cañada Flintridge	34.19917	-118.18785	US
Apopa	13.80722	-89.17917	SV
Boucherville	45.59104	-73.43605	CA
Tacoma	47.25288	-122.44429	US
Bafilo	9.35	1.26667	TG
Barbastro	42.03565	0.12686	ES
Bad Soden am Taunus	50.1408	8.50449	DE
Děčín	50.78215	14.21478	CZ
Joensuu	62.60118	29.76316	FI
Mooresville	35.58486	-80.81007	US
Peterborough	44.30012	-78.31623	CA
Ebbw Vale	51.77714	-3.20792	GB
Frankston East	-38.13333	145.13333	AU
Kasihan	-7.82694	110.32917	ID
Magangué	9.24202	-74.75467	CO
Thamaga	-24.67014	25.53975	BW
Sayanogorsk	53.0875	91.39972	RU
Maidenhead	51.52279	-0.71986	GB
Guliston	40.48972	68.78417	UZ
Leicester	52.6386	-1.13169	GB
Luzhniki	55.71599	37.55376	RU
Protaras	35.0125	34.05833	CY
Hengelo	52.26583	6.79306	NL
Topi	34.07041	72.62358	PK
Budta	7.20417	124.43972	PH
Wārāh	27.44808	67.79776	PK
Pathanāmthitta	9.26667	76.78333	IN
Haren	53.17209	6.60931	NL
Gjilan	42.46045	21.46986	XK
Jerez de la Frontera	36.68645	-6.13606	ES
Huy	50.51894	5.23284	BE
Huancayo	-12.06513	-75.20486	PE
